,title,label,label_score,len_title
7937,"Massa #GejayanMemanggil2 Mulai Berkumpul, Singgung 'Rezim Pinokio'",clickbait,1,7
6740,Timnas U-16 di Kualifikasi Piala AFC U-16: Klasemen dan Jadwal,non-clickbait,0,10
7947,"Hamil 9 Bulan, Yasmine Wildblood Pamer Pemotretan Kece Serba Putih ",clickbait,1,10
7579,Ramalan Zodiak Hari Ini Kamis 19 September 2019: Aquarius Penuh Kreativitas sedangkan Taurus Ragu,clickbait,1,14
2766,Cerita Petugas BPBD Banyumas 24 Jam Kirim Bantuan Air Bersih,clickbait,1,10
7890,Baju Sulli Tersingkap Hingga Ekspos Bagian Tubuh Karena Tak Pakai Bra Saat Siaran Live,clickbait,1,14
730,KPK Panggil Sekretaris Direktur Pemasaran PTPN III di Kasus Distribusi Gula,non-clickbait,0,11
2947,"Resep Ayam Coca Cola, Ide Bekal Tak Biasa",clickbait,1,8
6966,Enam Ruas Tol JORR 2 Beroperasi Maret 2020,non-clickbait,0,8
3088,5 Makanan Khas Keraton Yogyakarta yang Legendaris,clickbait,1,7
4341,"Soal Blackout, PLN: Tunggu Hasil Investigasi Bareskrim",non-clickbait,0,7
4864,Ekonom: Habibie adalah Bapak Independensi BI,non-clickbait,0,6
8158,Hotman Paris Beri Ejekan Farhat Abbas Cuma Bisa 'Nongol' di IG Padahal Mangkir Dari Panggilan Polisi,clickbait,1,16
1514,"Peduli Keselamatan Bumi, Kotak Ikutan Tanam Pohon di Ngawi",non-clickbait,0,9
2078,"Viral, Artis Indonesia Bernama Tiga Setia Gara Menangis karena Disiksa Suami di AS",clickbait,1,13
3983,"Capim KPK, Calon Komisioner yang Wajib Teken Kontrak Politik",non-clickbait,0,9
7228,"Mayat Bayi Ditemukan Dalam Kondisi Mengenaskan di Cisauk, Alasan Sang Ibu Gugurkan Kandungan Terkuak",clickbait,1,14
3442,"Inter Segrup dengan Barca di Liga Champions 2019-2020, Conte: Ini Menarik!",clickbait,1,11
1913,"Disinggung Iriana Jokowi, Begini Kondisi Terkini Kali Bahagia di Bekasi",clickbait,1,10
3976,"Cemburu ke Istri Pertama, Istri Kedua Gantung Diri, Tali Putus, Gagal Mati Deh!",clickbait,1,13
4306,UAS Ajak Masyarakat Doakan Kesembuhan untuk Habibie,non-clickbait,0,7
4814,"Seleksi Calon Kepala Dinas Sragen, 11 Pejabat Terdepak",non-clickbait,0,8
7313,"Permintaan Terakhir Bocah yang Dibully Hingga Tewas, Fatir Ahmad Sebut Nama Seseorang Agar Ditangkap",clickbait,1,14
6874,"Perluasan Ganjil Genap, Pelanggar di Fatmawati Turun 50 Persen",non-clickbait,0,9
983,"Saling Melengkapi, 4 Pasangan Zodiak Ini Jarang Bertengkar",clickbait,1,8
353,Kordum 'Gejayan Memanggil' Bantah Aksi Ditunggangi Kepentingan Politik,non-clickbait,0,8
5028,"Ajak Warga Cinta Lingkungan, Iwan Fals Gelar Konser Karya Semesta",non-clickbait,0,10
5140,"Baru Diperkenalkan, Mobil Kancil Tak Boleh Beroperasi di Jalan Protokol",non-clickbait,0,10
3588,"Gaya Nikita Mirzani saat Joget, Tak Pakai Bra hingga Hanya Kenakan Bikini",clickbait,1,12
3325,"Cukai Naik 23%, Kemenkeu Gandeng Polisi Awasi Rokok Ilegal",non-clickbait,0,9
3296,"Melakukan Perjalanan Libur Weekend, Begini Mengatur Kapasitas Nyaman Penumpang di Mobil",clickbait,1,11
6763,Rini Soemarno Dorong BUMN Bantu Infrastruktur di Madagaskar,non-clickbait,0,8
8252,"Dulu Dibullly Mulut Lemes, Suara Manja Reino Suami Syahrini Kalap Nyemil Desert Curi Perhatian",clickbait,1,14
6608,"KPK Dilemahkan, Masyarakat Sipil Kirim Surat ke Sekjen PBB",non-clickbait,0,9
1853,"Oktober, Band Cadas Burgerkill Gelar Tur 16 Kota di Amerika Serikat",non-clickbait,0,11
2528,Klasemen MotoGP 2019 Jelang Balapan di San Marino,non-clickbait,0,8
3097,KPK Sita Dokumen Anggaran di Kantor BPKAD dan Bappelitbang Kepri,non-clickbait,0,10
1955,Indonesia Terima Bendera Simbolis Tuan Rumah FIBA World Cup 2023,non-clickbait,0,10
8470,Semburan Lumpur Surabaya Sebabkan Gas Belerang Yang Lampaui Batas,non-clickbait,0,9
3564,Katon Tourism Expo 2019 Promosikan Potensi Destinasi Wisata Ciayumajakuning,non-clickbait,0,9
7992,"BEM SI Gelar Aksi Jelang Pelantikan DPR, Lakukan Ini Demi Cegah Penyusup",clickbait,1,12
6933,Projo Soal Revisi UU KPK: Tidak Ada Wewenang KPK yang Dikurangi,non-clickbait,0,11
3963,"Pakai Ilmu Hitam, 3 Remaja Berhasil Gasak 30 Motor",clickbait,1,9
6882,Depok Raih Piala Wahana Tata Nugraha untuk Pelayanan Transportasi,non-clickbait,0,9
1267,Upi Didaulat Garap Film Jagat Sinema Bumilangit Selanjutnya?,clickbait,1,8
5979,Bank Mandiri Bidik Salurkan Kredit Agrikultur Rp 100 M Via Crowde,non-clickbait,0,11
5931,Delapan Jurus Jitu Genjot Industri Tekstil Nasional,clickbait,1,7
8316,Barbie Kumalasari Ditertawakan Gara-Gara Pembelaan Deddy Corbuzier Soal ke Amerika 8 Jam,clickbait,1,12
6150,Ihwal Melawan Kebakaran Hutan,non-clickbait,0,4
3215,"Hukum Nikah Paksa Menurut Islam, Begini Kata Rasulullah",clickbait,1,8
7544,"VIRAL Pria Gunakan Bra sebagai Pengganti Masker Pelindung dari Kabut Asap, Masker Apa yang Tepat?",clickbait,1,15
7379,"Siapa Poppy Kelly, Anak Elza Syarief Bela Ibunda Sampai Sebut Nikita Mirzani Pelacur? Ini Profilnya",clickbait,1,15
3497,"Jokowi Salat Istisqa Bareng Warga di Riau, Begini Tata Cara dan Doanya",clickbait,1,12
2218,"Kalah Jauh dari Papua, Gubernur Maluku Minta APBD Ditambah",non-clickbait,0,9
6778,Penyanyi Dangdut Era 70-an Ida Laila Meninggal Dunia,non-clickbait,0,8
7424,"Prediksi Persela Lamongan Vs Arema FC: Arthur Cunha Cedera, Gelandang Singo Edan Diplot Jadi Bek?",clickbait,1,15
1420,"Cowok 22 Tahun Dicoret dari Kartu Keluarga, Diumumkan Lewat Koran!",clickbait,1,10
8010,"Millendaru Tampil Cetar Dandan ala Thailand, Dipuji Cantik Meski Kelihatan Laki Banget",clickbait,1,12
7461,Suasana Haru di Perpisahan Menpora; Saling Peluk Hingga Meneteskan Air Mata,clickbait,1,11
2265,"Ini Sebab Tinggi Badan Gabby Terus Bertambah hingga Capai 2,2 Meter",clickbait,1,11
718,"Kabut Asap Disorot PBB, Komisi IV: Peringatan untuk Pemerintah",non-clickbait,0,9
3787,"Miris... Bukannya Ditolong, Dagangan Kakek Penjual Roti Malah Dijarah Kawanan Bajing Loncat",clickbait,1,12
177,KPAI: Pengembangan Bakat Bulutangkis Harus Tetap Jalan Sesuai Regulasi,non-clickbait,0,9
2856,Kenangan Reza Rahadian Saat BJ Habibie Menelepon pada Tengah Malam,clickbait,1,10
1816,5 Cara Bikin Rumah Minim Cahaya Alami Tampak Lebih Terang,clickbait,1,10
3734,Ini Target Lampard Bersama Chelsea di Liga Champions 2019-2020,clickbait,1,9
5145,"Dilimpahkan ke Kejari Jaksel, Kris Hatta: Saya Baik-baik Saja",non-clickbait,0,9
7218,"Mantap, Perluasan Ganjil-genap di DKI Bikin Warga Pindah Naik MRT",clickbait,1,10
4157,Nishino tidak Masalah Rahasia Liga Thailand Dibocorkan,non-clickbait,0,7
7367,7 Tempat Wisata di Kota Batu yang Cocok untuk Liburan Bareng Keluarga,clickbait,1,12
6130,"Bulu di Kulit Tampak Berdiri Tegak, Apa Penyebab Merinding?",clickbait,1,9
8062,Mendikbud Pastikan Tak Akan Sanksi Pelajar yang Ikut Demo,non-clickbait,0,9
4393,"Respons Ganjil-Genap, Transjakarta Tambah Rute Baru",non-clickbait,0,6
2541,Persib Incar Bachdim dan Ferdinand? Begini Kata Robert Alberts,clickbait,1,9
3449,"Kendall Jenner Ubah Warna Rambut Jadi Pirang di London Fashion Week, Bikin Pangling?",clickbait,1,13
1231,"Sinopsis Drama STILL 17 Episode 19, Peluang Emas Menghampiri Shin Hye Sun",non-clickbait,0,12
5539,Pembangunan Sektor Kesehatan Sulut Fokus ke Pengembangan SDM,non-clickbait,0,8
232,Poyuono Ajak Rakyat Kepung DPR-Istana Tolak Revisi UU KPK,non-clickbait,0,9
7812,"TXT Akhirnya Rilis Konsep Trailer Comeback 'The Dream Chapter: MAGIC', Fans Puji Habis-habisan",clickbait,1,13
909,"Jalan Kaki hingga Yoga, Ini 5 Olahraga Terbaik untuk Ibu Hamil",clickbait,1,11
7723,"Shireen Sungkar Niat Unfollow Instagram Teuku Wisnu Gara-Gara Foto Endorse Produk, Kok Bisa?",clickbait,1,13
2224,Kemenhub Minta Pengusaha Normalisasi Dump Truck Kelebihan Dimensi,non-clickbait,0,8
2586,"Kocak, Pengendara Wanita Mabuk Laporkan Dirinya Sendiri ke Polisi",clickbait,1,9
4862,Menteri Susi: Habibie Penegak Demokrasi dan Kebebasan Pers,non-clickbait,0,8
6488,Tindakan Pertolongan di Rumah saat Anak Muntah,non-clickbait,0,7
8045,"Atta Halilintar Pamitan dari Televisi, Gara-Gara Skandal dengan Bebby Fey?",clickbait,1,10
5839,Pemkot Bekasi Alokasikan Rp11 Miliar Mebeler 99 Rombel,non-clickbait,0,8
799,"Mau Nyagub, Faldo Maldini Bersama PSI Gugat UU Pilkada ke MK",non-clickbait,0,11
7289,"Ramalan Zodiak Besok, Rabu 11 September 2019: Taurus Borosnya Bikin Gawat, Pisces Stres tapi Pasrah",clickbait,1,15
6076,Trump Bakal Soroti Isu Penahanan Warga Uighur oleh Cina di PBB?,clickbait,1,11
6433,"4 Alasan Sakit Perut Usai Berolahraga, Salah Satunya Dehidrasi",clickbait,1,9
2714,"Sepak Terjang Cucu BJ Habibie di Dunia Sepak Bola, Sempat Berguru ke Eropa",clickbait,1,13
7444,"Viral Video dan Foto Syur Wanita yang Diduga PNS di Jawa Barat, Begini Tanggapan Pemprov",clickbait,1,15
8594,"Wonho Monsta X Dipanggil Ahjussi Oleh Fans, Balas Dengan Reaksi Kocak",clickbait,1,11
1164,Reaksi Kaget Gading Marten Saat Dengar Gempi Sebut Nama Wijaya Saputra,clickbait,1,11
1926,"Pemprov DKI Potong Tunggakan Pajak hingga 50 Persen, Ini Rinciannya",clickbait,1,10
6023,"China Open 2019: Perempat Final, Anthony Hadapi Pemain India Lagi",non-clickbait,0,10
5291,Jaksa Minta Dua Pastor Vatikan Diadili Terkait Skandal Seks,non-clickbait,0,9
5301,"Protes Morales, Warga Pukul Panci dan Wajan di Jendela Rumah",non-clickbait,0,10
4634,Pembangunan Sekolah Indonesia-Palestina Masuk Tahap Renovasi,non-clickbait,0,6
7156,"Ketahuan Tidur Bersama Dua Wanita, Pria di Malaysia Ini Salahkan Cicak",clickbait,1,11
3084,Pelatih Leicester Tatap Laga Kontra Man United dengan Kepercayaan Diri Tinggi,non-clickbait,0,11
8206," Vanessa Angel Girang Disebut Zack Lee Cewek Idaman, Netter Kompak Syukuri Hal Ini",clickbait,1,13
2629,"Subsidi Listrik Turun, Bagaimana Nasib Pelanggan 450 VA?",clickbait,1,8
3885,"Sakti Banget Bro!! Saldo Rp 0, Tapi Bisa Transfer Milyaran, Begini Modusnya...",clickbait,1,12
927,"BJ Habibie Meninggal, Begini Sedihnya Reza Rahadian",clickbait,1,7
5166,Organda Tolak Surat Edaran BPH Migas Soal Distribusi Solar,non-clickbait,0,9
7499,"Kabid Humas Polda Jatim: Setelah DPO Veronica Koman Terbit, Baru Kita Ekstradisi",non-clickbait,0,12
8377,"ITA 2019: Dibuka Raffi Ahmad cs, 'Brownies' Sabet Piala Pertama",clickbait,1,10
3613,6 Sifat Pria yang Cocok Dijadikan Pendamping Hidup   ,clickbait,1,8
7720,Jawaban Singkat Yang Hyun Suk Ditanya Soal Gunakan Uang YG untuk Judi Ilegal,clickbait,1,13
5687,China Desak AS Berhenti Campur Tangan di Hong Kong,non-clickbait,0,9
2694,"Jadi Sasaran Kritikan, Eks Kapten MU Akui Kehilangan Berat Badan 8 Kilogram",clickbait,1,12
743,Sepasang Pengungsi Rohingya Tewas dalam Baku Tembak di Bangladesh,non-clickbait,0,9
6596,"Liverpool Sodori Kontrak Panjang, Klopp Tak Tahan Cuaca Inggris",non-clickbait,0,9
522,Aksi 'Polisi Bersepatu' Masuk Masjid yang Dikecam hingga Diperiksa Propam,non-clickbait,0,10
588,"Bukan Gibran, Pengusaha Muda yang Dilobi PKS Jadi Bakal Cawalkot Solo",non-clickbait,0,11
4250,Rusia Janjikan Dukungan Infrastruktur Ibu Kota Baru RI,non-clickbait,0,8
2777,Apa yang Harus Diperhatikan Supaya Gurita Hidup Aman Dikonsumsi?,clickbait,1,9
4770,India Tangkap Hampir 4.000 Orang di Kashmir,non-clickbait,0,7
5034,Jenderal AS Akui Kekuatan Militer Rusia Telah Lampaui NATO,non-clickbait,0,9
1359,Song Joong Ki Umumkan Gugat Cerai Song Hye Kyo,non-clickbait,0,9
4603,Saran PPIH untuk Saudi: Tambah Kuota dan Perbaiki Fasilitas ,non-clickbait,0,9
3311,Greysia/Apriyani Melangkah ke Babak Kedua China Open 2019,non-clickbait,0,8
2697,Hazard Berpeluang Lakoni Debut Bersama Real Madrid Lawan Levante?,clickbait,1,9
6148,Proses Kilat dalam 13 Hari Revisi UU KPK,non-clickbait,0,8
831,850 Personel Polisi Siap Amankan ITdBI 2019,non-clickbait,0,7
3271,"Fujifilm Luncurkan Kamera , X-A7 untuk Pemula",non-clickbait,0,7
7017,"Diprotes Gubernur, Susi Dukung Maluku Dapat Anggaran Tambahan",non-clickbait,0,8
2386,Mendagri: Pemerintah Setuju Pengesahan Revisi UU MD3 demi Keterwakilan yang Adil dan Proporsional,non-clickbait,0,13
3881,"Truk Angkut Tanah Menimpa Sigra, Hanya 1 Balita yang Selamat",non-clickbait,0,10
2695,"Jadwal Shopee Liga 1 2019, Siaran Langsung Persipura vs Persija",non-clickbait,0,10
4479,Abbas Ancam Akhiri Perjanjian Jika Israel Caplok Tepi Barat,non-clickbait,0,9
8201," Millendaru Seksi Pakai Baju Kurang Bahan Mirip Taplak Meja, Cara Jalan Aneh Disorot Lagi Haid?",clickbait,1,15
4419,PBSI Harap Ada Pertimbangan PB Djarum untuk Teruskan Audisi,non-clickbait,0,9
5246,"Penanganan Berlapis Tumpahan Minyak, Pertamina Lakukan Sesuai Standar Global",non-clickbait,0,9
3504,"Ketika Gus Dur Ngaku Tak Kenal BJ Habibie, Bercanda Atau Tidak?",clickbait,1,11
2902,Otoritas Keuangan Swiss Perlakukan Libra seperti Bank,non-clickbait,0,7
7525,"Catat, Ini Tanggal peluncuran Vivo V17 Pro dan Spesifikasinya",clickbait,1,9
975,"Zodiak Mingguan 16-22 September, 3 Zodiak Ini Akan Alami Cinta Terburuk",clickbait,1,11
240,"Sidang Gugatan Ikan Koi Mati, Saksi dari PLN Bicara Ini",clickbait,1,10
3789,Polres Binjai Apresiasi Kedisiplinan Guru dan Siswa di SD Negeri 020263 Binjai,non-clickbait,0,12
6809,DPR: Anggota BPK Terpilih akan Ditetapkan Selasa Pekan Depan,non-clickbait,0,9
2599,Alasan Pemuda Partai Golkar DIY Minta Wali Kota Yogyakarta Mengundurkan Diri,clickbait,1,11
5158,"Pulang Yasinan Tempat Keluarga, Erwin Tewas Bersimbah Darah di Jalinsum",non-clickbait,0,10
2851,Firli Bantah Bertemu Megawati Bahas Pencalonan Capim KPK,non-clickbait,0,8
1368,"Sinopsis SPIDER-MAN: FAR FROM HOME, Petualangan Kocak - Menegangkan Spidey di Eropa",non-clickbait,0,12
69,"Datang ke Pembekalan Caleg Terpilih Demokrat, SBY Beri Arahan Tertutup",non-clickbait,0,10
5012,Iran Ingin Lihat Bukti Serangan Kilang Minyak Saudi,non-clickbait,0,8
585,Mesir Tangkap 1.000-an Orang Usai Aksi Demo Gulingkan Presiden Sisi,non-clickbait,0,10
860,"Move On, Ini 5 Tanda Mantan Tak Akan Mengajakmu Balikan",clickbait,1,10
238,"Laporan Dicabut, Kasus 'Mobil Goyang' di Halaman Pengadilan Berakhir Damai",non-clickbait,0,10
1959,"Tuduhan Polisi, Bantahan Veronica Koman...",clickbait,1,5
1695,Ini Langkah Ditjen Imigrasi Setelah Terima Surat Pencegahan dan Pencabutan Paspor Veronica Koman,clickbait,1,13
4520,"Nasabah Sektor Bank di Australia Rugi, Regulator Keuangan Putuskan Hal Ini!",clickbait,1,11
2037,Bowo Sidik Selalu Minta Orang Kepercayaannya Catat Penerimaan Fee dari PT HTK,non-clickbait,0,12
6508,"Buwas 17 Bulan Jadi Dirut Bulog, Ini Daftar Kontroversinya",clickbait,1,9
7893,"Penggemar Heboh, Donghae Bocorkan Super Junior Bakal Gelar Super Show 8 di Jakarta",clickbait,1,13
489,"Pelajar Demo Rusuh di DPR, BEM UNJ: Semoga Ini Bukan Dimanfaatkan Oknum",non-clickbait,0,12
1355,"Sinopsis Sinetron 'ANAK LANGIT' Tayang Senin, 6 Mei 2019",non-clickbait,0,9
7789,Aksi Heroik Gigi Hadid Cegah Penyusup Masuk di Paris Fashion Week Ini Jadi Viral,clickbait,1,14
1030,"Umumkan Status Gender, Sam Smith Inginkan Sebutan Ini",clickbait,1,8
3587,Ancelotti Nilai Liverpool Tim Terbaik di Eropa,non-clickbait,0,7
8497,Perlu Persiapan Matang! Intip 8 Tips Traveling Dengan Hewan Peliharaan Agar Liburan Tak Terganggu,clickbait,1,14
4891,Ekspor Industri Kerajinan Capai 870 Juta Dolar AS,non-clickbait,0,8
5878,Tuntutan Referendum Dinilai Sudah Masuk Kategori Separatisme,non-clickbait,0,7
7755,Asisten Nia Ramadhani Bela Diri Usai Bongkar Raffi dan Nagita Tidak Akur,clickbait,1,12
7665,"Mimpi Besar Tompi Ternyata Bukan Jadi Penyanyi dan Dokter Bedah, Lalu Apa?",clickbait,1,12
8069,"Doyan Borong Mebel 150 Juta, Krisdayanti 'Ibu DPR' Siap Pakai Kursi Murah Abang Bakso",clickbait,1,14
3933,"Dugaan Korupsi KPU Rp 12T Dilaporkan ke KPK, Begini Rinciannya!",clickbait,1,10
5794,"Di Pertemuan OKI, RI Tegaskan Janji Netanyahu Langgar Hukum Internasional",non-clickbait,0,10
3669,AS Roma Hajar Sassuolo 4-2 ,non-clickbait,0,5
4025,JK: Tak Semua Poin Revisi UU KPK Disetujui Pemerintah,non-clickbait,0,9
7284,"Kini Sudah Jadi Ayah, Raditya Dika Nangis Saat Anak Sedang Sakit",clickbait,1,11
7392,Pria Ini Tusuk Siswi SMKN 1 Bandung yang Menolak Cintanya,clickbait,1,10
8061,"Putri Beatrice Tak Mau Didampingi Ayahnya di Altar Saat Royal Wedding, Kenapa?",clickbait,1,12
8416,Angelina Jolie Minta Brad Pitt Jauhi Kanye West dan Keluarga Kardashian,clickbait,1,11
3453,iPhone 11 Pro dengan Warna Emas Sepi Pembeli?,clickbait,1,8
3388,Begini Mekanisme Pembentukan Dewan Pengawas dalam UU KPK yang Baru,clickbait,1,10
6272,"Volvo Hadirkan Truk FM 440, Pengereman dan Keselamatan Canggih",non-clickbait,0,9
5969,KRL Lintas Jatinegara-Cawang Normal Lagi Usai Gangguan Listrik,non-clickbait,0,8
910,4 Fakta Tentang Autisme yang Wajib Diketahui,clickbait,1,7
899,Masa Berkabung Nasional 3 Hari Sejak BJ Habibie Meninggal Dunia,non-clickbait,0,10
5814,"Pemeliharaan Berkala, Pemerintah Mekkah Cuci Kakbah dengan Air Zamzam dan Mawar",non-clickbait,0,11
348,"Purnomo-Teguh Daftar Cawalkot Solo, Peluang Gibran Tertutup?",clickbait,1,7
4886,"Luncurkan iPhone Baru, Apple Hadapi Persaingan Ketat di Negeri Tirai Bambu",non-clickbait,0,11
5653,MNC Sekuritas Resmikan Galeri Investasi BEI Universitas Riau Kepulauan,non-clickbait,0,9
3187,Indonesia Juara 3 Musabaqah Hafalan Alquran International di Makkah,non-clickbait,0,9
1663,Polisi Nilai Pekatnya Asap Karhutla karena Riau Lokasi Pusaran Angin,non-clickbait,0,10
7835,"Film Ini Raih Rating Sempurna 100% di Rotten Tomatoes, Kalahkan 'Avengers: Endgame'",clickbait,1,12
1749,PB PMS Khawatir Pembinaan Atlet Jateng Terganggu Jika Audisi Djarum Berhenti,non-clickbait,0,11
4389,Pemkab Bogor Ajukan Jalur Ganda Citayam-Parung Panjang,non-clickbait,0,7
5520,"Korsleting Listrik, Satu Rumah di Cilandak Ludes Terbakar",non-clickbait,0,8
5493,Persija Tersungkur Menjamu Bali United,non-clickbait,0,5
4974,"Menang 1-0, Man United Merangsek ke Empat Besar",non-clickbait,0,8
3261,"Palak Pengendara di Jakbar, 2 Pak Ogah yang Viral Ditembak Polisi",clickbait,1,11
1069,"Sinopsis Drama STILL 17 Episode 15, Pengalaman Pertama Trip Berdua",non-clickbait,0,10
890,"Susu Bubuk dan Susu Cair Sama Baiknya, Ini Kata Ahli",clickbait,1,10
3612,Kisah Penumpang Ditolak Driver Ojol karena Namanya Suzanna,clickbait,1,8
4570,Tiffany Girls Generation Menderita Skoliosis,non-clickbait,0,5
1653,"Sibuk Hingga Batal Bertemu Pimpinan KPK, Ini Agenda Jokowi Seharian",clickbait,1,10
372,Empat Tangki Air Padamkan Api yang Keluar dari Tanah di Ponorogo,non-clickbait,0,11
3277,"6 Potret Duka Wafatnya Mr Crack, dari Sri Mulyani hingga Menko Luhut",clickbait,1,12
5654,PropertyGuru Gelar Indonesia Property Awards ke-5,non-clickbait,0,6
535,Mahasiswa Tetap Desak Jokowi Terbitkan Perppu KPK: RI Darurat Korupsi,non-clickbait,0,10
3691,Kesalnya Aubameyang Lihat Bobroknya Pertahanan Arsenal di Laga Kontra Watford,clickbait,1,10
8534,Ji Chang Wook Janjikan Hal Ini Saat Bintangi 'Melting Me Softly',clickbait,1,11
3112,Revisi UU KPK Bisa Awasi Proyek Pemindahan Ibu Kota,non-clickbait,0,9
2060,Viral Stand Up Comedy Kiky Saputri yang Bikin Fadli Zon Geleng-geleng Kepala,clickbait,1,12
5726,Polisi Akan Tilang Motor Masuk Jalur Cepat di Jalan Margonda,non-clickbait,0,10
5543,Dandim 1414 Tana Toraja Pimpin Langsung Pemadaman Karhutla,non-clickbait,0,8
8146,"Gempa Ambon M 6,8, BNPB Catat 20 Korban Tewas dan Ratusan Luka-luka",non-clickbait,0,12
6038,Dua Alasan Pemkot Jakut Bongkar Industri Arang di Cilincing,clickbait,1,9
3732,"Intip Pernikahan ala , Warga Malaysia, bak di Negeri Dongeng",clickbait,1,10
8153,"Jokowi Pertimbangkan Penerbitan Perppu KPK, Ketua DPR: Itu Urusan Presiden dan Dewan 2019-2024",non-clickbait,0,13
1572,"Dara Warganegara, Super Model Tenar yang Jadi Fashion Icon dan Juri MMAZM 2019",non-clickbait,0,13
4953,"Bule Inggris Ngamuk di Kuta Bali, Ancam Telanjang",clickbait,1,8
4952,Lagu Anggun Terus Merangsek Naik di Billboard Dance Chart AS,non-clickbait,0,10
3184,"Tak Ingin Andalkan Perangkat Baru, Rossi Pilih Fokus Tingkatkan Kemampuan Diri",non-clickbait,0,11
6113,"Kebocaran Data Malindo, Lion Air Jamin Penumpang Indonesia Aman",non-clickbait,0,9
3390,Intip Airport Style Ala Irene Red Velvet yang Tuai Pujian,clickbait,1,10
7436,"Live Streaming TV Online SCTV Eintracht Frankfurt vs Arsenal di Liga Eropa 2019, Akses di Sini",non-clickbait,0,16
1948,"Duduk Perkara Kecelakaan Tol Jogorawi, Hendak ke Gereja dan Mobil Pecah Ban Belakang",non-clickbait,0,13
5932,Gubernur Jabar dan Kepala Bekraf Kampanyekan Anti Pembajakan,non-clickbait,0,8
2746,"Ngeri, Bakteri Sekarang Bisa Temukan Cara untuk Kebal dari Antibiotik",clickbait,1,10
5582,Greenwood Bisa Jadi Solusi Lini Depan United,non-clickbait,0,7
515,"Massa di Jalan KS Tubun Bubar, Personel TNI Berjaga di Slipi",non-clickbait,0,11
6908,Terdakwa Ambulans Bawa Batu Kerusuhan 22 Mei Tidak Ajukan Eksepsi,non-clickbait,0,10
4647,Gubernur Jateng Siap Pasang Badan Bela PB Djarum,non-clickbait,0,8
3779,"14 Tahun Mengenang Tragedi Mandala Air, Serpihan Bunga Api di Atas Padang Bulan",clickbait,1,13
5565,Duterte Beri Rp268 Juta bagi Penangkap Penjahat Hidup atau Mati,non-clickbait,0,10
3250,Ini Penyakit yang Membuat Kalina Ocktaranny Harus Dirawat Intensif,clickbait,1,9
2230,"Tak Cuma Gangguan Paru, Ini Efek Polusi Udara Bagi Tubuh",clickbait,1,10
7223,"20 Tahun Mengobati Luka Batin G30S, Inilah Kisah Amelia Yani, Putri Jenderal Achmad Yani",clickbait,1,14
7462,"Download Lagu MP3 Senorita - Shawn Mendes feat Camila Cabello, Lirik & Kunci Gitar",non-clickbait,0,14
8094,"BTS Kenang Saat Jungkook Cedera Kaki di Konser 'Love Yourself' London, Akui Salahkan Diri Sendiri",clickbait,1,15
562,Sakit Hati Diduga Jadi Motif Laporan Palsu Perkosaan Mahasiswi UB,non-clickbait,0,10
6854,"Operasi Gagal, Laki-laki di Inggris Dapat Kompensasi Rp 2 Miliar",non-clickbait,0,10
2854,5 Kata-Kata Mutiara BJ Habibie Semasa Hidup yang Menyentuh Hati,clickbait,1,10
7578,"Hotman Paris 'Skak Mat' Bebby Fey yang Sebar Chat Mesum YouTuber, Bahas Bahaya: Minta Berapa Miliar?",clickbait,1,16
2880,Daniel James Masih Takjub Jalani Debut Bersama MU,clickbait,1,8
5406,Korban Tewas Aksi Demonstrasi di Irak Terus Bertambah,non-clickbait,0,8
8054,"Dimabuk Cinta, Lee Sang Yoon dan Jang Nara Ciuman Super Hot di Teaser 'VIP'",clickbait,1,14
1975,BMKG: Hari Ini Jabodetabek Cerah Berawan,non-clickbait,0,6
5267,Menhub Jajaki Peluang Garap Transportasi Kereta di Kamboja,non-clickbait,0,8
3903,"TRENDING TOPIC!!! Siswa SMKN 7 Medan Minta Keadilan, Polantas Malah Kabur",clickbait,1,11
1637,"Sinopsis Drama STILL 17 Episode 11, Mencoba Melawan Trauma",non-clickbait,0,9
6027,Preview Timnas U-16 vs Kepulauan Mariana Utara Hari Ini,non-clickbait,0,9
3643,"Diserang Houthi Pakai Drone, Keamanan Kilang Saudi Aramco Rapuh?",clickbait,1,9
3344,5 Wakil Tunggal Putra Terakhir Indonesia yang Juara China Open,clickbait,1,10
2504,Polisi Selidiki Transaksi Keuangan dari Rekening Veronica Koman,non-clickbait,0,8
8314,"Jokowi Dikabarkan Minta Tiga Tokoh Ini Susun Perppu KPK, Siapa?",clickbait,1,10
6437,Lima Capim KPK Jalani Uji Kelayakan di DPR Hari Ini,non-clickbait,0,10
759,Ini Cara Masyarakat Simeulue Mengantisipasi Tsunami,clickbait,1,6
5876,"Kecewa Hasil Lelang Proyek, Belasan Kontraktor di Kerinci Mengamuk",non-clickbait,0,9
7239,"Motif Di Balik Tersebarnya Video Adegan Dewasa Warga Sumedang Terungkap, Pelakunya Pemeran Pria",clickbait,1,13
4916,Transjakarta akan Tambah Armada Bus Listrik,non-clickbait,0,6
3776,"Akhirnya... Besok Jokowi Turun, Temui Perwakilan Mahasiswa",clickbait,1,7
7272,“Mari Bergerak Kawan!” Motivasi dan Jati Diri Seorang Denny Frust,clickbait,1,10
1719,Veronica Koman Terdeteksi Berada di Australia,non-clickbait,0,6
1304,"Mantan Pramugari Bongkar Kelakuan Buruk Idol K-Pop di Pesawat, Siapa yang Terbaik?",clickbait,1,12
